CODE,BULK LBR,BULK RATE,PRODUCT,WEIGHT,RSLR LBR,RESELLER RATE,CUST LBR,RETAIL RATE,RETAIL            T. PRICE,245,,BULK CODE,RSLR CODE,CUST CODE,
ANK17-01,175,420,Italian CNC Ball Premium Anklets,11.00,238,483,343,588,"6,468",,,RIB,OAN,AZA,
ANK17-03,175,420,Italian CNC Ball Premium Anklets,9.60,238,483,343,588,"5,645",,,RIB,OAN,AZA,
ANK18-01,130,375,Dual Layer Italian Anklets,13.87,186,431,280,525,"7,282",,,RAX,RNL,ONX,
ANK18-02,130,375,Dual Layer Italian Anklets,10.85,186,431,280,525,"5,696",,,RAX,RNL,ONX,
ANK19-01,105,350,High Polish Regular Anklets,5.50,158,403,245,490,"2,695",,,RXB,RBN,OZB,
ANK19-02,105,350,High Polish Regular Anklets,11.30,158,403,245,490,"5,537",,,RXB,RBN,OZB,
ANK19-03,105,350,High Polish Regular Anklets,11.70,158,403,245,490,"5,733",,,RXB,RBN,OZB,
ANK19-04,105,350,High Polish Regular Anklets,7.50,158,403,245,490,"3,675",,,RXB,RBN,OZB,
ANK20-01,115,360,Fancy DailyWear Anklets,6.00,169,414,259,504,"3,024",,,RRB,RLG,OBG,
ANK20-02,115,360,Fancy DailyWear Anklets,5.45,169,414,259,504,"2,747",,,RRB,RLG,OBG,
ANK20-03,115,360,Fancy DailyWear Anklets,4.95,169,414,259,504,"2,495",,,RRB,RLG,OBG,
ANK21-01,160,405,Italy Bunch 3-Tone Anklets,9.30,221,466,322,567,"5,273",,,RLX,OOR,AOO,
ANK22-01,195,440,Italy Flat Anklets - Premium,7.45,261,506,371,616,"4,589",,,RGB,OLR,AIR,
ANK22-02,195,440,Italy Flat Anklets - Premium,14.90,261,506,371,616,"9,178",,,RGB,OLR,AIR,
ANK22-03,195,440,Italy Flat Anklets - Premium,15.40,261,506,371,616,"9,486",,,RGB,OLR,AIR,
ANK23-01,25,270,OXI Daily Wear Anklets,14.80,66,311,133,378,"5,594",,,OB,LL,RAA,
ANK23-03,25,270,OXI Daily Wear Anklets,18.60,66,311,133,378,"7,031",,,OB,LL,RAA,
ANK23-05,25,270,OXI Daily Wear Anklets,18.30,66,311,133,378,"6,917",,,OB,LL,RAA,
ANK23-06,25,270,OXI Daily Wear Anklets,22.50,66,311,133,378,"8,505",,,OB,LL,RAA,
ANK23-07,25,270,OXI Daily Wear Anklets,17.40,66,311,133,378,"6,577",,,OB,LL,RAA,
ANK23-08,25,270,OXI Daily Wear Anklets,19.25,66,311,133,378,"7,277",,,OB,LL,RAA,
ANK23-09,25,270,OXI Daily Wear Anklets,9.25,66,311,133,378,"3,497",,,OB,LL,RAA,
ANK23-11,25,270,OXI Daily Wear Anklets,13.50,66,311,133,378,"5,103",,,OB,LL,RAA,
BRC02-01,0,245,Baby Nazariya Beads Bracelet,6.00,37,282,98,343,"2,058",,,X,AI,GN,
BRC03-01,1600,"1,600",Vibrance Adjustable Bracelets,PC,"1,840","1,840","2,240","2,240","2,240",,,RLXX,RNZX,OOZX,
BRC03-02,1600,"1,600",Vibrance Adjustable Bracelets,PC,"1,840","1,840","2,240","2,240","2,240",,,RLXX,RNZX,OOZX,
BRC03-03,1600,"1,600",Vibrance Adjustable Bracelets,PC,"1,840","1,840","2,240","2,240","2,240",,,RLXX,RNZX,OOZX,
BRC03-04,1600,"1,600",Vibrance Adjustable Bracelets,PC,"1,840","1,840","2,240","2,240","2,240",,,RLXX,RNZX,OOZX,
BRC03-05,1600,"1,600",Vibrance Adjustable Bracelets,PC,"1,840","1,840","2,240","2,240","2,240",,,RLXX,RNZX,OOZX,
BRC04-01,255,500,Italy Omega PR. Mesh Bracelet,5.60,330,575,455,700,"3,920",,,OBB,AAX,ZBB,
BRC04-02,255,500,Italy Omega PR. Mesh Bracelet,4.30,330,575,455,700,"3,010",,,OBB,AAX,ZBB,
BRC04-03,255,500,Italy Omega PR. Mesh Bracelet,5.30,330,575,455,700,"3,710",,,OBB,AAX,ZBB,
BRC04-04,255,500,Italy Omega PR. Mesh Bracelet,5.45,330,575,455,700,"3,815",,,OBB,AAX,ZBB,
BRC06-01,85,330,Matte Bloom Adjustable Bracelet,5.50,135,380,217,462,"2,541",,,NB,RAB,ORI,
BRC06-02,85,330,Matte Bloom Adjustable Bracelet,6.60,135,380,217,462,"3,049",,,NB,RAB,ORI,
BRC06-03,85,330,Matte Bloom Adjustable Bracelet,5.60,135,380,217,462,"2,587",,,NB,RAB,ORI,
BRC06-04,85,330,Matte Bloom Adjustable Bracelet,6.05,135,380,217,462,"2,795",,,NB,RAB,ORI,
BRC06-05,85,330,Matte Bloom Adjustable Bracelet,6.10,135,380,217,462,"2,818",,,NB,RAB,ORI,
BRC06-06,85,330,Matte Bloom Adjustable Bracelet,6.00,135,380,217,462,"2,772",,,NB,RAB,ORI,
BRC07-01,70,315,Rhodium Radiance Fancy Bracelet,13.10,117,362,196,441,"5,777",,,IX,RRI,RGL,
BRC07-02,70,315,Rhodium Radiance Fancy Bracelet,12.75,117,362,196,441,"5,623",,,IX,RRI,RGL,
BRC07-03,70,315,Rhodium Radiance Fancy Bracelet,13.30,117,362,196,441,"5,865",,,IX,RRI,RGL,
BRC07-04,70,315,Rhodium Radiance Fancy Bracelet,12.80,117,362,196,441,"5,645",,,IX,RRI,RGL,
BRC07-05,70,315,Rhodium Radiance Fancy Bracelet,14.40,117,362,196,441,"6,350",,,IX,RRI,RGL,
BRC07-06,70,315,Rhodium Radiance Fancy Bracelet,12.45,117,362,196,441,"5,490",,,IX,RRI,RGL,
BRC08-03,1900,"1,900",Rolex-Inspired Flex Bracelet,PC,"2,185","2,185","2,660","2,660","2,660",,,RGXX,ORNB,OLLX,
BRC08-05,1900,"1,900",Rolex-Inspired Flex Bracelet,PC,"2,185","2,185","2,660","2,660","2,660",,,RGXX,ORNB,OLLX,
BRC08-06,1900,"1,900",Rolex-Inspired Flex Bracelet,PC,"2,185","2,185","2,660","2,660","2,660",,,RGXX,ORNB,OLLX,
BRC08-09,1900,"1,900",Rolex-Inspired Flex Bracelet,PC,"2,185","2,185","2,660","2,660","2,660",,,RGXX,ORNB,OLLX,
BRC08-12,1900,"1,900",Rolex-Inspired Flex Bracelet,PC,"2,185","2,185","2,660","2,660","2,660",,,RGXX,ORNB,OLLX,
BRC08-13,2700,"2,700",Rolex-Inspired Flex Bracelet,PC,"3,105","3,105","3,780","3,780","3,780",,,OIXX,ARXB,AINX,
BRC09-01,250,495,Italy Omega Magnet Bracelet,11.75,324,569,448,693,"8,143",,,OBX,AOZ,ZZN,
BRC09-02,250,495,Italy Omega Magnet Bracelet,5.85,324,569,448,693,"4,054",,,OBX,AOZ,ZZN,
BRC10-02,85,330,Flexi Tennis Bracelet,6.75,135,380,217,462,"3,119",,,NB,RAB,ORI,
BRC11-01,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-02,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-03,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-04,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-05,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-06,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-07,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-08,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC11-09,1250,"1,250",Turkish Silicone Bracelet,PC,"1,438","1,438","1,750","1,750","1,750",,,ROBX,RZAN,RIBX,
BRC12-01,85,330,Bi-Tone CZ Prestige Bracelet,11.00,135,380,217,462,"5,082",,,NB,RAB,ORI,
BRC12-02,85,330,Bi-Tone CZ Prestige Bracelet,10.80,135,380,217,462,"4,990",,,NB,RAB,ORI,
BRC12-04,85,330,Bi-Tone CZ Prestige Bracelet,12.90,135,380,217,462,"5,960",,,NB,RAB,ORI,
BRC12-05,85,330,Bi-Tone CZ Prestige Bracelet,9.00,135,380,217,462,"4,158",,,NB,RAB,ORI,
BRC13-01,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-02,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-03,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-04,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-05,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-07,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-09,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-11,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-12,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-13,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-14,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-15,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-17,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-18,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-19,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-20,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC13-21,3000,"3,000",Magnetic Strap Bracelet,PC,"3,450","3,450","4,200","4,200","4,200",,,AXXX,AZBX,ZOXX,
BRC14-01,110,355,Men’s Exclusive Bracelets,42.75,163,408,252,497,"21,247",,,RRX,RLA,OBO,
BRC14-03,110,355,Men’s Exclusive Bracelets,49.00,163,408,252,497,"24,353",,,RRX,RLA,OBO,
BRC15-01,350,595,Omega Imported Bow Bracelet,4.75,439,684,588,833,"3,957",,,ABX,ZAG,BNN,
BRC16-01,110,355,Italian Cuban Bracelets,20.85,163,408,252,497,"10,362",,,RRX,RLA,OBO,
BRC17-01,220,465,Elegant RG Pearl Bracelet,3.80,290,535,406,651,"2,474",,,OOX,OGX,ZXL,
BRC18-01,135,380,INDO Matte Bracelet - Men's,14.90,192,437,287,532,"7,927",,,RAB,RGO,ONI,
BRC18-03,135,380,INDO Matte Bracelet - Men's,26.50,192,437,287,532,"14,098",,,RAB,RGO,ONI,
BRC18-05,135,380,INDO Matte Bracelet - Men's,24.95,192,437,287,532,"13,273",,,RAB,RGO,ONI,
BRC19-01,4999,"4,999",Omega 3-Tone Twisted Bracelet,PC,"5,749","5,749","6,999","6,999","6,999",,,ZGGG,BIZG,LGGG,
BRC20-01,170,415,Rose Gold Italy CNC Bracelet,7.35,232,477,336,581,"4,270",,,RIX,OAO,AAL,
BRC21-01,105,350,Tennis Adjustable Bracelets,4.15,158,403,245,490,"2,034",,,RXB,RBN,OZB,
BRC21-03,105,350,Tennis Adjustable Bracelets,11.86,158,403,245,490,"5,811",,,RXB,RBN,OZB,
BRC22-01,125,370,Turkey Matte Premium Bracelets,22.80,181,426,273,518,"11,810",,,ROB,RNR,OIA,
BRC22-02,125,370,Turkey Matte Premium Bracelets,23.90,181,426,273,518,"12,380",,,ROB,RNR,OIA,
BRC22-03,125,370,Turkey Matte Premium Bracelets,16.50,181,426,273,518,"8,547",,,ROB,RNR,OIA,
BRC22-04,125,370,Turkey Matte Premium Bracelets,13.15,181,426,273,518,"6,812",,,ROB,RNR,OIA,
BRC22-05,125,370,Turkey Matte Premium Bracelets,26.30,181,426,273,518,"13,623",,,ROB,RNR,OIA,
BRC22-06,125,370,Turkey Matte Premium Bracelets,50.60,181,426,273,518,"26,211",,,ROB,RNR,OIA,
BRC22-07,125,370,Turkey Matte Premium Bracelets,9.00,181,426,273,518,"4,662",,,ROB,RNR,OIA,
BRC22-08,125,370,Turkey Matte Premium Bracelets,7.00,181,426,273,518,"3,626",,,ROB,RNR,OIA,
BRC23-01,180,425,Imported Italian Bunch Bracelets,4.40,244,489,350,595,"2,618",,,RNX,OZZ,ABX,
BRC23-02,180,425,Imported Italian Bunch Bracelets,4.20,244,489,350,595,"2,499",,,RNX,OZZ,ABX,
BRC23-03,180,425,Imported Italian Bunch Bracelets,4.80,244,489,350,595,"2,856",,,RNX,OZZ,ABX,
BRC23-04,180,425,Imported Italian Bunch Bracelets,3.75,244,489,350,595,"2,231",,,RNX,OZZ,ABX,
BRC23-05,180,425,Imported Italian Bunch Bracelets,3.65,244,489,350,595,"2,172",,,RNX,OZZ,ABX,
BRC23-07,180,425,Imported Italian Bunch Bracelets,4.25,244,489,350,595,"2,529",,,RNX,OZZ,ABX,
BRC23-08,180,425,Imported Italian Bunch Bracelets,3.50,244,489,350,595,"2,083",,,RNX,OZZ,ABX,
BRC23-09,180,425,Imported Italian Bunch Bracelets,4.10,244,489,350,595,"2,440",,,RNX,OZZ,ABX,
BRC23-10,180,425,Imported Italian Bunch Bracelets,3.90,244,489,350,595,"2,321",,,RNX,OZZ,ABX,
BRC23-11,180,425,Imported Italian Bunch Bracelets,4.05,244,489,350,595,"2,410",,,RNX,OZZ,ABX,
BRC23-12,180,425,Imported Italian Bunch Bracelets,4.38,244,489,350,595,"2,603",,,RNX,OZZ,ABX,
BRC23-13,180,425,Imported Italian Bunch Bracelets,4.30,244,489,350,595,"2,559",,,RNX,OZZ,ABX,
BRC23-14,180,425,Imported Italian Bunch Bracelets,3.40,244,489,350,595,"2,023",,,RNX,OZZ,ABX,
BRC23-15,180,425,Imported Italian Bunch Bracelets,4.70,244,489,350,595,"2,797",,,RNX,OZZ,ABX,
BRC23-16,180,425,Imported Italian Bunch Bracelets,3.40,244,489,350,595,"2,023",,,RNX,OZZ,ABX,
BRC23-17,180,425,Imported Italian Bunch Bracelets,4.15,244,489,350,595,"2,469",,,RNX,OZZ,ABX,
BRC23-18,180,425,Imported Italian Bunch Bracelets,3.95,244,489,350,595,"2,350",,,RNX,OZZ,ABX,
BRC23-19,180,425,Imported Italian Bunch Bracelets,3.95,244,489,350,595,"2,350",,,RNX,OZZ,ABX,
BRC23-20,180,425,Imported Italian Bunch Bracelets,4.30,244,489,350,595,"2,559",,,RNX,OZZ,ABX,
BRC23-21,180,425,Imported Italian Bunch Bracelets,3.70,244,489,350,595,"2,202",,,RNX,OZZ,ABX,
BRC23-22,180,425,Imported Italian Bunch Bracelets,3.90,244,489,350,595,"2,321",,,RNX,OZZ,ABX,
BRC23-23,180,425,Imported Italian Bunch Bracelets,4.10,244,489,350,595,"2,440",,,RNX,OZZ,ABX,
BRC23-24,180,425,Imported Italian Bunch Bracelets,3.50,244,489,350,595,"2,083",,,RNX,OZZ,ABX,
BRC23-25,180,425,Imported Italian Bunch Bracelets,2.10,244,489,350,595,"1,250",,,RNX,OZZ,ABX,
BRC23-26,180,425,Imported Italian Bunch Bracelets,3.50,244,489,350,595,"2,083",,,RNX,OZZ,ABX,
BRC23-27,180,425,Imported Italian Bunch Bracelets,4.35,244,489,350,595,"2,588",,,RNX,OZZ,ABX,
BRC23-28,180,425,Imported Italian Bunch Bracelets,4.33,244,489,350,595,"2,575",,,RNX,OZZ,ABX,
BRC24-01,70,315,Baby Charms Bracelets,4.85,117,362,196,441,"2,139",,,IX,RRI,RGL,
BRC24-02,70,315,Baby Charms Bracelets,5.75,117,362,196,441,"2,536",,,IX,RRI,RGL,
BRC24-03,70,315,Baby Charms Bracelets,6.20,117,362,196,441,"2,734",,,IX,RRI,RGL,
BRC24-04,70,315,Baby Charms Bracelets,3.95,117,362,196,441,"1,742",,,IX,RRI,RGL,
BRC24-05,70,315,Baby Charms Bracelets,5.20,117,362,196,441,"2,293",,,IX,RRI,RGL,
BRC25-01,255,500,Elegant RG Imported Bracelet,2.40,330,575,455,700,"1,680",,,OBB,AAX,ZBB,
BRC26-01,255,500,Elegant RG Solitaire Bracelet,4.75,330,575,455,700,"3,325",,,OBB,AAX,ZBB,
BRC28-01,85,330,Swarovski Crystal Bracelets,3.80,135,380,217,462,"1,756",,,NB,RAB,ORI,
BRC28-02,85,330,Swarovski Crystal Bracelets,5.35,135,380,217,462,"2,472",,,NB,RAB,ORI,
BRC28-03,85,330,Swarovski Crystal Bracelets,3.80,135,380,217,462,"1,756",,,NB,RAB,ORI,
BRC28-04,85,330,Swarovski Crystal Bracelets,5.35,135,380,217,462,"2,472",,,NB,RAB,ORI,
BRC29-01,255,500,Imported Solitaire Evil+Eye Bracelet,6.10,330,575,455,700,"4,270",,,OBB,AAX,ZBB,
BRC30-01,150,395,Fancy Bracelet Collection,6.30,209,454,308,553,"3,484",,,RBX,OXG,AXN,
BRC30-02,150,395,Fancy Bracelet Collection,3.40,209,454,308,553,"1,880",,,RBX,OXG,AXN,
BRC30-05,150,395,Fancy Bracelet Collection,4.30,209,454,308,553,"2,378",,,RBX,OXG,AXN,
BRC30-06,150,395,Fancy Bracelet Collection,5.55,209,454,308,553,"3,069",,,RBX,OXG,AXN,
BRC32-01,130,375,Tennis Infinity Bracelet,4.30,186,431,280,525,"2,258",,,RAX,RNL,ONX,
BRC33-01,255,500,Colour Enamel Floral Bracelet,5.18,330,575,455,700,"3,623",,,OBB,AAX,ZBB,
BRC34-01,255,500,Elegant RG Charms Imported Bracelet,2.65,330,575,455,700,"1,855",,,OBB,AAX,ZBB,
BRC35-01,150,395,Infinity + EyilEye Bracelet,5.25,209,454,308,553,"2,903",,,RBX,OXG,AXN,
BRC36-01,110,355,Tennis Charms Adjustable Bracelet,4.70,163,408,252,497,"2,336",,,RRX,RLA,OBO,
BRC37-01,145,390,Men's - Oxidized Imported Bracelet,17.85,204,449,301,546,"9,746",,,RZB,OXZ,AXR,
BRC37-02,145,390,Men's - Oxidized Imported Bracelet,15.40,204,449,301,546,"8,408",,,RZB,OXZ,AXR,
BRC37-03,145,390,Men's - Oxidized Imported Bracelet,10.10,204,449,301,546,"5,515",,,RZB,OXZ,AXR,
C+L02-02,170,415,Bling Fusion Chain & Locket Set,4.00,232,477,336,581,"2,324",,,RIX,OAO,AAL,
C+L02-04,170,415,Bling Fusion Chain & Locket Set,3.65,232,477,336,581,"2,121",,,RIX,OAO,AAL,
C+L02-05,170,415,Bling Fusion Chain & Locket Set,3.25,232,477,336,581,"1,888",,,RIX,OAO,AAL,
C+L02-06,170,415,Bling Fusion Chain & Locket Set,4.25,232,477,336,581,"2,469",,,RIX,OAO,AAL,
C+L02-08,170,415,Bling Fusion Chain & Locket Set,3.85,232,477,336,581,"2,237",,,RIX,OAO,AAL,
C+L02-10,170,415,Bling Fusion Chain & Locket Set,3.75,232,477,336,581,"2,179",,,RIX,OAO,AAL,
C+L02-12,170,415,Bling Fusion Chain & Locket Set,3.75,232,477,336,581,"2,179",,,RIX,OAO,AAL,
C+L02-14,170,415,Bling Fusion Chain & Locket Set,3.90,232,477,336,581,"2,266",,,RIX,OAO,AAL,
C+L02-15,170,415,Bling Fusion Chain & Locket Set,3.55,232,477,336,581,"2,063",,,RIX,OAO,AAL,
C+L02-16,170,415,Bling Fusion Chain & Locket Set,3.80,232,477,336,581,"2,208",,,RIX,OAO,AAL,
C+L02-18,170,415,Bling Fusion Chain & Locket Set,4.00,232,477,336,581,"2,324",,,RIX,OAO,AAL,
C+L02-21,170,415,Bling Fusion Chain & Locket Set,3.90,232,477,336,581,"2,266",,,RIX,OAO,AAL,
C+L02-23,170,415,Bling Fusion Chain & Locket Set,3.40,232,477,336,581,"1,975",,,RIX,OAO,AAL,
C+L02-24,170,415,Bling Fusion Chain & Locket Set,4.00,232,477,336,581,"2,324",,,RIX,OAO,AAL,
C+L02-25,170,415,Bling Fusion Chain & Locket Set,3.65,232,477,336,581,"2,121",,,RIX,OAO,AAL,
C+L02-27,170,415,Bling Fusion Chain & Locket Set,4.45,232,477,336,581,"2,585",,,RIX,OAO,AAL,
C+L02-28,170,415,Bling Fusion Chain & Locket Set,4.00,232,477,336,581,"2,324",,,RIX,OAO,AAL,
C+L02-30,170,415,Bling Fusion Chain & Locket Set,3.85,232,477,336,581,"2,237",,,RIX,OAO,AAL,
C+L03-01,110,355,Seoul Locket & Chain Set,4.90,163,408,252,497,"2,435",,,RRX,RLA,OBO,
C+L03-04,110,355,Seoul Locket & Chain Set,5.95,163,408,252,497,"2,957",,,RRX,RLA,OBO,
C+L03-06,110,355,Seoul Locket & Chain Set,8.25,163,408,252,497,"4,100",,,RRX,RLA,OBO,
C+L03-08,110,355,Seoul Locket & Chain Set,7.85,163,408,252,497,"3,901",,,RRX,RLA,OBO,
C+L03-09,110,355,Seoul Locket & Chain Set,5.80,163,408,252,497,"2,883",,,RRX,RLA,OBO,
C+L03-13,110,355,Seoul Locket & Chain Set,4.80,163,408,252,497,"2,386",,,RRX,RLA,OBO,
C+L04-01,1800,"1,800",Valentine Gift Chain,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L04-02,1800,"1,800",Valentine Gift Chain,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L04-03,1800,"1,800",Valentine Gift Chain,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L04-04,1800,"1,800",Valentine Gift Chain,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L04-05,1800,"1,800",Valentine Gift Chain,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L05-01,2300,"2,300",Gold-Plated Letter Chains,PC,"2,645","2,645","3,220","3,220","3,220",,,OAXX,OLZB,AOOX,
C+L06-01,105,350,Italian Chain with Gada Lockets,5.65,158,403,245,490,"2,769",,,RXB,RBN,OZB,
C+L06-02,105,350,Italian Chain with Gada Lockets,5.60,158,403,245,490,"2,744",,,RXB,RBN,OZB,
C+L06-03,105,350,Italian Chain with Gada Lockets,7.60,158,403,245,490,"3,724",,,RXB,RBN,OZB,
C+L06-04,105,350,Italian Chain with Gada Lockets,5.45,158,403,245,490,"2,671",,,RXB,RBN,OZB,
C+L06-06,105,350,Italian Chain with Gada Lockets,8.70,158,403,245,490,"4,263",,,RXB,RBN,OZB,
C+L06-07,105,350,Italian Chain with Gada Lockets,8.70,158,403,245,490,"4,263",,,RXB,RBN,OZB,
C+L06-09,105,350,Italian Chain with Gada Lockets,5.40,158,403,245,490,"2,646",,,RXB,RBN,OZB,
C+L06-11,105,350,Italian Chain with Gada Lockets,7.90,158,403,245,490,"3,871",,,RXB,RBN,OZB,
C+L06-13,105,350,Italian Chain with Gada Lockets,5.35,158,403,245,490,"2,622",,,RXB,RBN,OZB,
C+L06-14,105,350,Italian Chain with Gada Lockets,5.75,158,403,245,490,"2,818",,,RXB,RBN,OZB,
C+L06-16,105,350,Italian Chain with Gada Lockets,5.70,158,403,245,490,"2,793",,,RXB,RBN,OZB,
C+L07-01,1800,"1,800",MOP Jaguar Neck Chains,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L07-02,1800,"1,800",MOP Jaguar Neck Chains,PC,"2,070","2,070","2,520","2,520","2,520",,,RNXX,OXIX,OBOX,
C+L08-01,1500,"1,500",Imported Kitty Neck Chains LW,PC,"1,725","1,725","2,100","2,100","2,100",,,RBXX,RIOB,ORXX,
C+L09-01,120,365,Swarovski Colour Stone V Chains,3.90,175,420,266,511,"1,993",,,ROX,RIB,OLL,
C+L09-02,120,365,Swarovski Colour Stone V Chains,3.90,175,420,266,511,"1,993",,,ROX,RIB,OLL,
C+L09-03,120,365,Swarovski Colour Stone V Chains,3.90,175,420,266,511,"1,993",,,ROX,RIB,OLL,
C+L09-04,120,365,Swarovski Colour Stone V Chains,3.90,175,420,266,511,"1,993",,,ROX,RIB,OLL,
C+L10-01,145,390,Premium Omega Hasli with Lockets,6.00,204,449,301,546,"3,276",,,RZB,OXZ,AXR,
C+L10-03,145,390,Premium Omega Hasli with Lockets,6.60,204,449,301,546,"3,604",,,RZB,OXZ,AXR,
C+L10-04,145,390,Premium Omega Hasli with Lockets,6.55,204,449,301,546,"3,576",,,RZB,OXZ,AXR,
C+L10-05,145,390,Premium Omega Hasli with Lockets,6.60,204,449,301,546,"3,604",,,RZB,OXZ,AXR,
C+L10-07,145,390,Premium Omega Hasli with Lockets,6.30,204,449,301,546,"3,440",,,RZB,OXZ,AXR,
C+L10-08,145,390,Premium Omega Hasli with Lockets,6.70,204,449,301,546,"3,658",,,RZB,OXZ,AXR,
C+L12-03,205,450,Eagle Locket with CNC Chain,8.80,273,518,385,630,"5,544",,,OXB,OIA,ANB,
C+L12-04,205,450,Eagle Locket with CNC Chain,7.80,273,518,385,630,"4,914",,,OXB,OIA,ANB,
C+L12-05,205,450,Eagle Locket with CNC Chain,6.80,273,518,385,630,"4,284",,,OXB,OIA,ANB,
C+L12-06,205,450,Eagle Locket with CNC Chain,7.70,273,518,385,630,"4,851",,,OXB,OIA,ANB,
C+L12-08,205,450,Eagle Locket with CNC Chain,9.70,273,518,385,630,"6,111",,,OXB,OIA,ANB,
C+L12-09,205,450,Eagle Locket with CNC Chain,7.70,273,518,385,630,"4,851",,,OXB,OIA,ANB,
C+L12-10,205,450,Eagle Locket with CNC Chain,4.10,273,518,385,630,"2,583",,,OXB,OIA,ANB,
C+L13-02,450,695,Divine Lockets with CNC Chain,18.60,554,799,728,973,"18,098",,,ZBX,BBZ,ION,
C+L13-04,450,695,Divine Lockets with CNC Chain,14.80,554,799,728,973,"14,400",,,ZBX,BBZ,ION,
C+L13-06,450,695,Divine Lockets with CNC Chain,12.60,554,799,728,973,"12,260",,,ZBX,BBZ,ION,
C+L13-07,450,695,Divine Lockets with CNC Chain,14.10,554,799,728,973,"13,719",,,ZBX,BBZ,ION,
C+L13-08,450,695,Divine Lockets with CNC Chain,14.50,554,799,728,973,"14,109",,,ZBX,BBZ,ION,
C+L13-12,450,695,Divine Lockets with CNC Chain,16.00,554,799,728,973,"15,568",,,ZBX,BBZ,ION,
C+L13-13,450,695,Divine Lockets with CNC Chain,15.50,554,799,728,973,"15,082",,,ZBX,BBZ,ION,
C+L13-14,450,695,Divine Lockets with CNC Chain,15.30,554,799,728,973,"14,887",,,ZBX,BBZ,ION,
C+L13-15,450,695,Divine Lockets with CNC Chain,16.70,554,799,728,973,"16,249",,,ZBX,BBZ,ION,
