CODE,BULK LBR,BULK RATE,PRODUCT,WEIGHT,RSLR LBR,RESELLER RATE,CUST LBR,RETAIL RATE,RETAIL            T. PRICE,245,,BULK CODE,RSLR CODE,CUST CODE,
MSC01-27,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-28,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-29,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-30,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-31,250,250,Silver 999 Foil Pens,PC,288,288,350,350,350,,,OBX,ONN,ABX,
MSC01-32,350,350,Aarti Sangraha 999 Foil Box - Small,PC,403,403,490,490,490,,,ABX,ZXA,ZGX,
MSC01-33,450,450,Aarti Sangraha 999 Foil Box - Medium,PC,518,518,630,630,630,,,ZBX,BRN,LAX,
MSC01-34,550,550,Aarti Sangraha 999 Foil Box - Large,PC,633,633,770,770,770,,,BBX,LAA,IIX,
MSC01-35,350,350,Hanuman Chalisa 999 Foil Box - Small,PC,403,403,490,490,490,,,ABX,ZXA,ZGX,
MSC01-36,450,450,Hanuman Chalisa 999 Foil Box - Medium,PC,518,518,630,630,630,,,ZBX,BRN,LAX,
MSC01-37,550,550,Hanuman Chalisa 999 Foil Box - Large,PC,633,633,770,770,770,,,BBX,LAA,IIX,
MSC01-38,1900,"1,900",Shubh Labh 999 Coating Box - Small,PC,"2,185","2,185","2,660","2,660","2,660",,,RGXX,ORNB,OLLX,
MSC01-39,2400,"2,400",Shubh Labh 999 Coating Box - Big,PC,"2,760","2,760","3,360","3,360","3,360",,,OZXX,OILX,AALX,
MSC01-40,5999,"5,999",Swan Pair 999 Coating Box,PC,"6,899","6,899","8,399","8,399","8,399",,,BGGG,LNGG,NAGG,
MSC01-41,2999,"2,999",Elephant Pair 999 Coating Box,PC,"3,449","3,449","4,199","4,199","4,199",,,OGGG,AZZG,ZRGG,
MSC01-42,1999,"1,999",Radha Krishna Idol - 999 Coating,PC,"2,299","2,299","2,799","2,799","2,799",,,RGGG,OOGG,OIGG,
MSC01-43,1999,"1,999",Khatu Shyamji Idol - 999 Coating,PC,"2,299","2,299","2,799","2,799","2,799",,,RGGG,OOGG,OIGG,
MSC01-45,12499,"12,499",Tulsi Pot - 999 Coating Box Small,PC,"14,374","14,374","17,499","17,499","17,499",,,ROZGG,RZAIZ,RIZGG,
MSC01-46,14499,"14,499",Tulsi Pot - 999 Coating Box Large,PC,"16,674","16,674","20,299","20,299","20,299",,,RZZGG,RLLIZ,OXOGG,
MSC01-47,7999,"7,999",Wall Clocks - 999 Coating Box,PC,"9,199","9,199","11,199","11,199","11,199",,,IGGG,GRGG,RRRGG,
MSC01-48,7999,"7,999",Wall Clocks - 999 Coating Box,PC,"9,199","9,199","11,199","11,199","11,199",,,IGGG,GRGG,RRRGG,
MSC01-49,7999,"7,999",Wall Clocks - 999 Coating Box,PC,"9,199","9,199","11,199","11,199","11,199",,,IGGG,GRGG,RRRGG,
MSC01-50,9999,"9,999",Wall Clocks - 999 Coating Box,PC,"11,499","11,499","13,999","13,999","13,999",,,GGGG,RRZGG,RAGGG,
MSC01-51,9999,"9,999",Wall Clocks - 999 Coating Box,PC,"11,499","11,499","13,999","13,999","13,999",,,GGGG,RRZGG,RAGGG,
MSC01-52,7999,"7,999",999 Coating MOP Chowki Box,PC,"9,199","9,199","11,199","11,199","11,199",,,IGGG,GRGG,RRRGG,
MSC01-53,2999,"2,999",KamDhenu - Cow Idol - 999,PC,"3,449","3,449","4,199","4,199","4,199",,,OGGG,AZZG,ZRGG,
MSC01-54,3999,"3,999",Turtle Yantra - 999 Coating Box,PC,"4,599","4,599","5,599","5,599","5,599",,,AGGG,ZBGG,BBGG,
NCK02-01,110,355,Divine Temple Beaded Necklace,18.00,163,408,252,497,"8,946",,,RRX,RLA,OBO,
NCK02-02,110,355,Divine Temple Beaded Necklace,18.00,163,408,252,497,"8,946",,,RRX,RLA,OBO,
NCK02-03,110,355,Divine Temple Beaded Necklace,18.00,163,408,252,497,"8,946",,,RRX,RLA,OBO,
NCK02-04,110,355,Divine Temple Beaded Necklace,18.00,163,408,252,497,"8,946",,,RRX,RLA,OBO,
NCK02-05,110,355,Divine Temple Beaded Necklace,18.00,163,408,252,497,"8,946",,,RRX,RLA,OBO,
NCK02-06,110,355,Divine Temple Beaded Necklace,18.00,163,408,252,497,"8,946",,,RRX,RLA,OBO,
NCK02-07,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-08,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-09,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-10,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-11,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-12,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-13,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-14,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK02-15,110,355,Divine Temple Beaded Necklace,15.00,163,408,252,497,"7,455",,,RRX,RLA,OBO,
NCK03-03,175,420,Exclusive Rose Gold Necklace,15.00,238,483,343,588,"8,820",,,RIB,OAN,AZA,
NCK04-01,140,385,Swarovski Pearl Necklace,66.50,198,443,294,539,"35,844",,,RZX,RGN,OGZ,
NCK05-02,170,415,Luxe Moissanite P. Set with Chain,23.15,232,477,336,581,"13,450",,,RIX,OAO,AAL,
NCK06-01,120,365,Lightweight Italian Necklace,31.50,175,420,266,511,"16,097",,,ROX,RIB,OLL,
NCK06-02,120,365,Lightweight Italian Necklace,24.75,175,420,266,511,"12,647",,,ROX,RIB,OLL,
NCK06-04,120,365,Lightweight Italian Necklace,22.70,175,420,266,511,"11,600",,,ROX,RIB,OLL,
NCK06-05,120,365,Lightweight Italian Necklace,25.25,175,420,266,511,"12,903",,,ROX,RIB,OLL,
NCK06-06,120,365,Lightweight Italian Necklace,23.25,175,420,266,511,"11,881",,,ROX,RIB,OLL,
NCK06-08,120,365,Lightweight Italian Necklace,22.40,175,420,266,511,"11,446",,,ROX,RIB,OLL,
NCK06-09,120,365,Lightweight Italian Necklace,25.00,175,420,266,511,"12,775",,,ROX,RIB,OLL,
NCK06-10,120,365,Lightweight Italian Necklace,31.70,175,420,266,511,"16,199",,,ROX,RIB,OLL,
NCK06-11,120,365,Lightweight Italian Necklace,23.70,175,420,266,511,"12,111",,,ROX,RIB,OLL,
NCK07-01,225,470,Turkey Gold Finish Necklace,13.35,296,541,413,658,"8,784",,,OOB,OGL,ZRA,
NCK07-02,225,470,Turkey Gold Finish Necklace,15.10,296,541,413,658,"9,936",,,OOB,OGL,ZRA,
NCK07-03,225,470,Turkey Gold Finish Necklace,16.73,296,541,413,658,"11,005",,,OOB,OGL,ZRA,
NCK08-02,145,390,Bling Fusion Statement Necklace,40.10,204,449,301,546,"21,895",,,RZB,OXZ,AXR,
NCK09-02,160,405,Excl. Necklace Set with Ring,12.50,221,466,322,567,"7,088",,,RLX,OOR,AOO,
NCK09-04,160,405,Excl. Necklace Set with Ring,17.30,221,466,322,567,"9,809",,,RLX,OOR,AOO,
NCK09-05,160,405,Excl. Necklace Set with Ring,17.00,221,466,322,567,"9,639",,,RLX,OOR,AOO,
NCK09-06,160,405,Excl. Necklace Set with Ring,29.00,221,466,322,567,"16,443",,,RLX,OOR,AOO,
NCK09-07,160,405,Excl. Necklace Set with Ring,31.30,221,466,322,567,"17,747",,,RLX,OOR,AOO,
NCK10-01,165,410,Blossom CNC Ball Necklace,32.50,227,472,329,574,"18,655",,,RLB,OOI,AOG,
NCK10-02,165,410,Blossom CNC Ball Necklace,24.50,227,472,329,574,"14,063",,,RLB,OOI,AOG,
NCK10-06,165,410,Blossom CNC Ball Necklace,17.40,227,472,329,574,"9,988",,,RLB,OOI,AOG,
NCK10-08,165,410,Blossom CNC Ball Necklace,21.10,227,472,329,574,"12,111",,,RLB,OOI,AOG,
NCK10-10,165,410,Blossom CNC Ball Necklace,23.60,227,472,329,574,"13,546",,,RLB,OOI,AOG,
PST02-01,150,395,Bling Fusion Chain Pendant Set,10.30,209,454,308,553,"5,696",,,RBX,OXG,AXN,
PST02-02,150,395,Bling Fusion Chain Pendant Set,7.45,209,454,308,553,"4,120",,,RBX,OXG,AXN,
PST02-03,150,395,Bling Fusion Chain Pendant Set,9.95,209,454,308,553,"5,502",,,RBX,OXG,AXN,
PST02-05,150,395,Bling Fusion Chain Pendant Set,8.25,209,454,308,553,"4,562",,,RBX,OXG,AXN,
PST02-08,150,395,Bling Fusion Chain Pendant Set,10.75,209,454,308,553,"5,945",,,RBX,OXG,AXN,
PST02-09,150,395,Bling Fusion Chain Pendant Set,6.55,209,454,308,553,"3,622",,,RBX,OXG,AXN,
PST02-10,150,395,Bling Fusion Chain Pendant Set,6.65,209,454,308,553,"3,677",,,RBX,OXG,AXN,
PST02-11,150,395,Bling Fusion Chain Pendant Set,7.20,209,454,308,553,"3,982",,,RBX,OXG,AXN,
PST02-12,150,395,Bling Fusion Chain Pendant Set,9.20,209,454,308,553,"5,088",,,RBX,OXG,AXN,
PST02-13,150,395,Bling Fusion Chain Pendant Set,11.70,209,454,308,553,"6,470",,,RBX,OXG,AXN,
PST02-14,150,395,Bling Fusion Chain Pendant Set,8.20,209,454,308,553,"4,535",,,RBX,OXG,AXN,
PST02-15,150,395,Bling Fusion Chain Pendant Set,7.60,209,454,308,553,"4,203",,,RBX,OXG,AXN,
PST02-18,150,395,Bling Fusion Chain Pendant Set,7.82,209,454,308,553,"4,324",,,RBX,OXG,AXN,
PST02-19,150,395,Bling Fusion Chain Pendant Set,10.20,209,454,308,553,"5,641",,,RBX,OXG,AXN,
PST02-24,150,395,Bling Fusion Chain Pendant Set,15.40,209,454,308,553,"8,516",,,RBX,OXG,AXN,
PST02-25,150,395,Bling Fusion Chain Pendant Set,12.05,209,454,308,553,"6,664",,,RBX,OXG,AXN,
PST02-26,150,395,Bling Fusion Chain Pendant Set,15.00,209,454,308,553,"8,295",,,RBX,OXG,AXN,
PST02-27,150,395,Bling Fusion Chain Pendant Set,17.75,209,454,308,553,"9,816",,,RBX,OXG,AXN,
PST02-30,150,395,Bling Fusion Chain Pendant Set,8.00,209,454,308,553,"4,424",,,RBX,OXG,AXN,
PST02-31,150,395,Bling Fusion Chain Pendant Set,18.00,209,454,308,553,"9,954",,,RBX,OXG,AXN,
PST02-35,150,395,Bling Fusion Chain Pendant Set,11.55,209,454,308,553,"6,387",,,RBX,OXG,AXN,
PST02-36,150,395,Bling Fusion Chain Pendant Set,16.05,209,454,308,553,"8,876",,,RBX,OXG,AXN,
PST03-01,110,355,Seoul Elegance Chain Pendant Set,10.40,163,408,252,497,"5,169",,,RRX,RLA,OBO,
PST03-02,110,355,Seoul Elegance Chain Pendant Set,12.00,163,408,252,497,"5,964",,,RRX,RLA,OBO,
PST03-03,110,355,Seoul Elegance Chain Pendant Set,9.10,163,408,252,497,"4,523",,,RRX,RLA,OBO,
PST03-04,110,355,Seoul Elegance Chain Pendant Set,9.50,163,408,252,497,"4,722",,,RRX,RLA,OBO,
PST03-05,110,355,Seoul Elegance Chain Pendant Set,7.30,163,408,252,497,"3,628",,,RRX,RLA,OBO,
PST03-06,110,355,Seoul Elegance Chain Pendant Set,4.40,163,408,252,497,"2,187",,,RRX,RLA,OBO,
PST03-07,110,355,Seoul Elegance Chain Pendant Set,7.10,163,408,252,497,"3,529",,,RRX,RLA,OBO,
PST03-08,110,355,Seoul Elegance Chain Pendant Set,7.50,163,408,252,497,"3,728",,,RRX,RLA,OBO,
PST03-11,110,355,Seoul Elegance Chain Pendant Set,8.20,163,408,252,497,"4,075",,,RRX,RLA,OBO,
PST03-12,110,355,Seoul Elegance Chain Pendant Set,9.35,163,408,252,497,"4,647",,,RRX,RLA,OBO,
PST03-13,110,355,Seoul Elegance Chain Pendant Set,7.40,163,408,252,497,"3,678",,,RRX,RLA,OBO,
PST03-14,110,355,Seoul Elegance Chain Pendant Set,13.00,163,408,252,497,"6,461",,,RRX,RLA,OBO,
PST03-15,110,355,Seoul Elegance Chain Pendant Set,6.70,163,408,252,497,"3,330",,,RRX,RLA,OBO,
PST03-16,110,355,Seoul Elegance Chain Pendant Set,12.75,163,408,252,497,"6,337",,,RRX,RLA,OBO,
PST04-03,130,375,Exclusive Chain Pendant Set,11.90,186,431,280,525,"6,248",,,RAX,RNL,ONX,
PST04-04,130,375,Exclusive Chain Pendant Set,7.20,186,431,280,525,"3,780",,,RAX,RNL,ONX,
PST04-07,130,375,Exclusive Chain Pendant Set,10.80,186,431,280,525,"5,670",,,RAX,RNL,ONX,
PST04-08,130,375,Exclusive Chain Pendant Set,10.50,186,431,280,525,"5,513",,,RAX,RNL,ONX,
PST04-11,130,375,Exclusive Chain Pendant Set,12.90,186,431,280,525,"6,773",,,RAX,RNL,ONX,
PST04-12,130,375,Exclusive Chain Pendant Set,12.50,186,431,280,525,"6,563",,,RAX,RNL,ONX,
PST04-14,130,375,Exclusive Chain Pendant Set,9.10,186,431,280,525,"4,778",,,RAX,RNL,ONX,
PST04-15,130,375,Exclusive Chain Pendant Set,9.60,186,431,280,525,"5,040",,,RAX,RNL,ONX,
PST04-16,130,375,Exclusive Chain Pendant Set,8.60,186,431,280,525,"4,515",,,RAX,RNL,ONX,
PST04-17,130,375,Exclusive Chain Pendant Set,8.65,186,431,280,525,"4,541",,,RAX,RNL,ONX,
PST04-18,130,375,Exclusive Chain Pendant Set,14.85,186,431,280,525,"7,796",,,RAX,RNL,ONX,
PST04-20,130,375,Exclusive Chain Pendant Set,12.25,186,431,280,525,"6,431",,,RAX,RNL,ONX,
PST04-21,130,375,Exclusive Chain Pendant Set,10.80,186,431,280,525,"5,670",,,RAX,RNL,ONX,
PST05-02,250,495,MOP Pendant Sets - Imported,21.80,324,569,448,693,"15,107",,,OBX,AOZ,ZZN,
PST05-03,250,495,MOP Pendant Sets - Imported,26.40,324,569,448,693,"18,295",,,OBX,AOZ,ZZN,
PST05-04,250,495,MOP Pendant Sets - Imported,25.10,324,569,448,693,"17,394",,,OBX,AOZ,ZZN,
PST05-05,250,495,MOP Pendant Sets - Imported,18.65,324,569,448,693,"12,924",,,OBX,AOZ,ZZN,
PST05-06,250,495,MOP Pendant Sets - Imported,14.75,324,569,448,693,"10,222",,,OBX,AOZ,ZZN,
PST05-08,250,495,MOP Pendant Sets - Imported,28.50,324,569,448,693,"19,751",,,OBX,AOZ,ZZN,
PST07-01,180,425,Signature Pendant Sets Collection,32.20,244,489,350,595,"19,159",,,RNX,OZZ,ABX,
PST07-02,180,425,Signature Pendant Sets Collection,22.31,244,489,350,595,"13,274",,,RNX,OZZ,ABX,
PST07-03,260,505,Signature Pendant Sets Collection,33.07,336,581,462,707,"23,380",,,OLX,AAL,ZLO,
RNG02-01,80,325,Men's Signature Rings,1.01,129,374,210,455,460,,,NX,ROG,ORX,
RNG03-01,140,385,Bling Fusion Lady Rings,1.01,198,443,294,539,544,,,RZX,RGN,OGZ,
RNG04-01,140,385,Imported RG 2-Tone Lady Rings,1.01,198,443,294,539,544,,,RZX,RGN,OGZ,
RNG05-01,85,330,Ring Cum Kada/Bangle,1.01,135,380,217,462,467,,,NB,RAB,ORI,
RNG06-01,170,415,Fancy Colour Thumb Rings,1.01,232,477,336,581,587,,,RIX,OAO,AAL,
RNG07-01,105,350,Men's Maharaja Rings,1.01,158,403,245,490,495,,,RXB,RBN,OZB,
RNG09-01,160,405,Luxe Moissanite Rings,1.01,221,466,322,567,573,,,RLX,OOR,AOO,
RNG10-02,195,440,Fancy Peacock Adjustable Rings,12.05,261,506,371,616,"7,423",,,RGB,OLR,AIR,
RNG10-03,195,440,Fancy Peacock Adjustable Rings,21.75,261,506,371,616,"13,398",,,RGB,OLR,AIR,
TPS02-02,120,365,Elegant Ear-Cuffs,3.70,175,420,266,511,"1,891",,,ROX,RIB,OLL,
TPS02-04,120,365,Elegant Ear-Cuffs,2.35,175,420,266,511,"1,201",,,ROX,RIB,OLL,
TPS02-07,120,365,Elegant Ear-Cuffs,1.95,175,420,266,511,996,,,ROX,RIB,OLL,
TPS02-08,120,365,Elegant Ear-Cuffs,3.25,175,420,266,511,"1,661",,,ROX,RIB,OLL,
TPS02-10,120,365,Elegant Ear-Cuffs,3.50,175,420,266,511,"1,789",,,ROX,RIB,OLL,
TPS02-11,120,365,Elegant Ear-Cuffs,2.75,175,420,266,511,"1,405",,,ROX,RIB,OLL,
TPS02-12,120,365,Elegant Ear-Cuffs,3.27,175,420,266,511,"1,671",,,ROX,RIB,OLL,
TPS02-15,120,365,Elegant Ear-Cuffs,2.00,175,420,266,511,"1,022",,,ROX,RIB,OLL,
TPS02-16,120,365,Elegant Ear-Cuffs,3.65,175,420,266,511,"1,865",,,ROX,RIB,OLL,
TPS02-17,120,365,Elegant Ear-Cuffs,2.50,175,420,266,511,"1,278",,,ROX,RIB,OLL,
TPS03-01,115,360,Imported Glam Earrings,5.20,169,414,259,504,"2,621",,,RRB,RLG,OBG,
TPS03-02,115,360,Imported Glam Earrings,6.75,169,414,259,504,"3,402",,,RRB,RLG,OBG,
TPS03-03,115,360,Imported Glam Earrings,7.20,169,414,259,504,"3,629",,,RRB,RLG,OBG,
TPS03-04,115,360,Imported Glam Earrings,7.20,169,414,259,504,"3,629",,,RRB,RLG,OBG,
TPS04-01,95,340,Seoul Chic Earrings,7.30,146,391,231,476,"3,475",,,GB,RZL,OAR,
TPS04-02,95,340,Seoul Chic Earrings,7.60,146,391,231,476,"3,618",,,GB,RZL,OAR,
TPS04-03,95,340,Seoul Chic Earrings,10.70,146,391,231,476,"5,093",,,GB,RZL,OAR,
TPS04-04,95,340,Seoul Chic Earrings,14.80,146,391,231,476,"7,045",,,GB,RZL,OAR,
TPS04-05,95,340,Seoul Chic Earrings,8.15,146,391,231,476,"3,879",,,GB,RZL,OAR,
TPS04-06,95,340,Seoul Chic Earrings,6.50,146,391,231,476,"3,094",,,GB,RZL,OAR,
TPS04-08,95,340,Seoul Chic Earrings,4.40,146,391,231,476,"2,094",,,GB,RZL,OAR,
TPS04-09,95,340,Seoul Chic Earrings,5.00,146,391,231,476,"2,380",,,GB,RZL,OAR,
TPS04-10,95,340,Seoul Chic Earrings,2.70,146,391,231,476,"1,285",,,GB,RZL,OAR,
TPS04-11,95,340,Seoul Chic Earrings,7.20,146,391,231,476,"3,427",,,GB,RZL,OAR,
TPS04-12,95,340,Seoul Chic Earrings,6.30,146,391,231,476,"2,999",,,GB,RZL,OAR,
TPS04-13,95,340,Seoul Chic Earrings,5.60,146,391,231,476,"2,666",,,GB,RZL,OAR,
TPS04-14,95,340,Seoul Chic Earrings,13.30,146,391,231,476,"6,331",,,GB,RZL,OAR,
TPS05-01,1500,"1,500",Rhodium Leaf Tops,PC,"1,725","1,725","2,100","2,100","2,100",,,RBXX,RIOB,ORXX,
TPS06-01,220,465,Moissanite Luxe Tops,7.55,290,535,406,651,"4,915",,,OOX,OGX,ZXL,
TPS06-02,220,465,Moissanite Luxe Tops,9.95,290,535,406,651,"6,477",,,OOX,OGX,ZXL,
TPS06-04,220,465,Moissanite Luxe Tops,9.45,290,535,406,651,"6,152",,,OOX,OGX,ZXL,
TPS06-06,220,465,Moissanite Luxe Tops,8.00,290,535,406,651,"5,208",,,OOX,OGX,ZXL,
TPS06-07,220,465,Moissanite Luxe Tops,8.25,290,535,406,651,"5,371",,,OOX,OGX,ZXL,
TPS07-01,80,325,Rhodium Lock Bali,2.65,129,374,210,455,"1,206",,,NX,ROG,ORX,
TPS07-02,80,325,Rhodium Lock Bali,3.40,129,374,210,455,"1,547",,,NX,ROG,ORX,
TPS07-03,80,325,Rhodium Lock Bali,2.85,129,374,210,455,"1,297",,,NX,ROG,ORX,
TPS07-04,80,325,Rhodium Lock Bali,2.70,129,374,210,455,"1,229",,,NX,ROG,ORX,
TPS07-05,80,325,Rhodium Lock Bali,3.20,129,374,210,455,"1,456",,,NX,ROG,ORX,
TPS07-06,80,325,Rhodium Lock Bali,3.10,129,374,210,455,"1,411",,,NX,ROG,ORX,
TPS07-07,80,325,Rhodium Lock Bali,2.70,129,374,210,455,"1,229",,,NX,ROG,ORX,
TPS07-08,80,325,Rhodium Lock Bali,3.00,129,374,210,455,"1,365",,,NX,ROG,ORX,
TPS07-09,80,325,Rhodium Lock Bali,3.00,129,374,210,455,"1,365",,,NX,ROG,ORX,
TPS07-10,80,325,Rhodium Lock Bali,3.55,129,374,210,455,"1,615",,,NX,ROG,ORX,
TPS07-11,80,325,Rhodium Lock Bali,2.80,129,374,210,455,"1,274",,,NX,ROG,ORX,
TPS08-03,150,395,Bling Fusion Premium Earrings,11.75,209,454,308,553,"6,498",,,RBX,OXG,AXN,
TPS08-04,150,395,Bling Fusion Premium Earrings,14.90,209,454,308,553,"8,240",,,RBX,OXG,AXN,
TPS08-05,150,395,Bling Fusion Premium Earrings,18.71,209,454,308,553,"10,347",,,RBX,OXG,AXN,
TPS08-06,150,395,Bling Fusion Premium Earrings,10.60,209,454,308,553,"5,862",,,RBX,OXG,AXN,
TPS08-07,150,395,Bling Fusion Premium Earrings,6.40,209,454,308,553,"3,539",,,RBX,OXG,AXN,
TPS08-08,150,395,Bling Fusion Premium Earrings,5.70,209,454,308,553,"3,152",,,RBX,OXG,AXN,
TPS08-09,150,395,Bling Fusion Premium Earrings,1.85,209,454,308,553,"1,023",,,RBX,OXG,AXN,
TPS08-11,150,395,Bling Fusion Premium Earrings,4.75,209,454,308,553,"2,627",,,RBX,OXG,AXN,
TPS08-12,150,395,Bling Fusion Premium Earrings,4.50,209,454,308,553,"2,489",,,RBX,OXG,AXN,
TPS08-14,150,395,Bling Fusion Premium Earrings,9.40,209,454,308,553,"5,198",,,RBX,OXG,AXN,
TPS08-15,150,395,Bling Fusion Premium Earrings,6.60,209,454,308,553,"3,650",,,RBX,OXG,AXN,
TPS08-17,150,395,Bling Fusion Premium Earrings,11.10,209,454,308,553,"6,138",,,RBX,OXG,AXN,
TPS08-18,150,395,Bling Fusion Premium Earrings,4.45,209,454,308,553,"2,461",,,RBX,OXG,AXN,
TPS08-19,150,395,Bling Fusion Premium Earrings,4.92,209,454,308,553,"2,721",,,RBX,OXG,AXN,
TPS08-20,150,395,Bling Fusion Premium Earrings,13.95,209,454,308,553,"7,714",,,RBX,OXG,AXN,
TPS09-02,170,415,Bella-Lume Chrome Earrings,4.50,232,477,336,581,"2,615",,,RIX,OAO,AAL,
TPS09-03,170,415,Bella-Lume Chrome Earrings,5.30,232,477,336,581,"3,079",,,RIX,OAO,AAL,
TPS09-04,170,415,Bella-Lume Chrome Earrings,7.25,232,477,336,581,"4,212",,,RIX,OAO,AAL,
TPS09-05,170,415,Bella-Lume Chrome Earrings,2.85,232,477,336,581,"1,656",,,RIX,OAO,AAL,
TPS09-06,170,415,Bella-Lume Chrome Earrings,4.65,232,477,336,581,"2,702",,,RIX,OAO,AAL,
TPS09-09,170,415,Bella-Lume Chrome Earrings,5.60,232,477,336,581,"3,254",,,RIX,OAO,AAL,
TPS09-10,170,415,Bella-Lume Chrome Earrings,3.30,232,477,336,581,"1,917",,,RIX,OAO,AAL,
TPS09-12,170,415,Bella-Lume Chrome Earrings,4.50,232,477,336,581,"2,615",,,RIX,OAO,AAL,
TPS09-16,170,415,Bella-Lume Chrome Earrings,4.15,232,477,336,581,"2,411",,,RIX,OAO,AAL,
TPS09-17,170,415,Bella-Lume Chrome Earrings,4.10,232,477,336,581,"2,382",,,RIX,OAO,AAL,
TPS09-18,170,415,Bella-Lume Chrome Earrings,4.15,232,477,336,581,"2,411",,,RIX,OAO,AAL,
TPS10-01,105,350,Exclusive Fancy Earrings,4.60,158,403,245,490,"2,254",,,RXB,RBN,OZB,
TPS10-02,105,350,Exclusive Fancy Earrings,3.25,158,403,245,490,"1,593",,,RXB,RBN,OZB,
TPS10-03,105,350,Exclusive Fancy Earrings,4.70,158,403,245,490,"2,303",,,RXB,RBN,OZB,
TPS10-04,105,350,Exclusive Fancy Earrings,4.25,158,403,245,490,"2,083",,,RXB,RBN,OZB,
TPS10-05,105,350,Exclusive Fancy Earrings,3.85,158,403,245,490,"1,887",,,RXB,RBN,OZB,
TPS10-06,105,350,Exclusive Fancy Earrings,5.70,158,403,245,490,"2,793",,,RXB,RBN,OZB,
TPS10-07,105,350,Exclusive Fancy Earrings,3.70,158,403,245,490,"1,813",,,RXB,RBN,OZB,
TPS10-08,105,350,Exclusive Fancy Earrings,4.50,158,403,245,490,"2,205",,,RXB,RBN,OZB,
TPS10-09,105,350,Exclusive Fancy Earrings,4.50,158,403,245,490,"2,205",,,RXB,RBN,OZB,
TPS10-10,105,350,Exclusive Fancy Earrings,4.40,158,403,245,490,"2,156",,,RXB,RBN,OZB,
TPS10-11,105,350,Exclusive Fancy Earrings,5.00,158,403,245,490,"2,450",,,RXB,RBN,OZB,
TPS10-12,105,350,Exclusive Fancy Earrings,5.30,158,403,245,490,"2,597",,,RXB,RBN,OZB,
TPS10-13,105,350,Exclusive Fancy Earrings,3.90,158,403,245,490,"1,911",,,RXB,RBN,OZB,
TPS10-14,105,350,Exclusive Fancy Earrings,4.10,158,403,245,490,"2,009",,,RXB,RBN,OZB,
TPS10-15,105,350,Exclusive Fancy Earrings,3.90,158,403,245,490,"1,911",,,RXB,RBN,OZB,
TPS11-02,85,330,Rhodium Spinning Fan Tops,3.90,135,380,217,462,"1,802",,,NB,RAB,ORI,
TPS11-03,85,330,Rhodium Spinning Fan Tops,3.15,135,380,217,462,"1,455",,,NB,RAB,ORI,
TPS12-01,120,365,South Screw Gold-Plated Tops,12.10,175,420,266,511,"6,183",,,ROX,RIB,OLL,
TPS12-02,120,365,South Screw Gold-Plated Tops,12.40,175,420,266,511,"6,336",,,ROX,RIB,OLL,
TPS12-03,120,365,South Screw Gold-Plated Tops,13.10,175,420,266,511,"6,694",,,ROX,RIB,OLL,
TPS12-04,120,365,South Screw Gold-Plated Tops,11.65,175,420,266,511,"5,953",,,ROX,RIB,OLL,
TPS12-05,120,365,South Screw Gold-Plated Tops,11.80,175,420,266,511,"6,030",,,ROX,RIB,OLL,
TPS12-06,120,365,South Screw Gold-Plated Tops,12.25,175,420,266,511,"6,260",,,ROX,RIB,OLL,
TPS12-07,120,365,South Screw Gold-Plated Tops,12.30,175,420,266,511,"6,285",,,ROX,RIB,OLL,
TPS12-08,120,365,South Screw Gold-Plated Tops,11.95,175,420,266,511,"6,106",,,ROX,RIB,OLL,
TPS12-09,120,365,South Screw Gold-Plated Tops,12.00,175,420,266,511,"6,132",,,ROX,RIB,OLL,
TPS13-01,80,325,Oxidised Lagaan Stone Bali for Men,5.36,129,374,210,455,"2,437",,,NX,ROG,ORX,
TPS13-02,80,325,Oxidised Lagaan Stone Bali for Men,7.07,129,374,210,455,"3,215",,,NX,ROG,ORX,
TPS14-01,155,400,Swarovski Butterfly Ear Cuffs,3.00,215,460,315,560,"1,680",,,RBB,ORB,ARB,
TPS14-02,155,400,Swarovski Butterfly Ear Cuffs,3.00,215,460,315,560,"1,680",,,RBB,ORB,ARB,
TPS14-03,155,400,Swarovski Butterfly Ear Cuffs,3.00,215,460,315,560,"1,680",,,RBB,ORB,ARB,
